rank,name,artist,track_id,url
1,Pretty Rave Girl,S3RL,3G1SVODcssMmS5YM5G3tun,https://open.spotify.com/track/3G1SVODcssMmS5YM5G3tun
2,It Gets Better - Forever Mix,KETTAMA,1tloWl8X8O5MOLiOogkdEF,https://open.spotify.com/track/1tloWl8X8O5MOLiOogkdEF
3,12:51,The Strokes,6Yu1OL8I0D4vjOzYdsXYGK,https://open.spotify.com/track/6Yu1OL8I0D4vjOzYdsXYGK
4,Automatic Stop,The Strokes,6DUKQUhWqUySYngLXLNwP2,https://open.spotify.com/track/6DUKQUhWqUySYngLXLNwP2
5,Hard To Explain,The Strokes,2LMloFiV7DHpBhITOaBSam,https://open.spotify.com/track/2LMloFiV7DHpBhITOaBSam
6,The End Has No End,The Strokes,0dy6iXYIF0piirySAzCBwF,https://open.spotify.com/track/0dy6iXYIF0piirySAzCBwF
7,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,39JofJHEtg8I4fSyo7Imft,https://open.spotify.com/track/39JofJHEtg8I4fSyo7Imft
8,Supersonic,Oasis,1tjji0FBo8iCrr9oHppV5i,https://open.spotify.com/track/1tjji0FBo8iCrr9oHppV5i
9,Denali,Portugal. The Man,3gwCx9TcuqFkeopOfqDuNA,https://open.spotify.com/track/3gwCx9TcuqFkeopOfqDuNA
10,Life Is Simple in the Moonlight,The Strokes,4ileLT7ldd2uX8bMemWqbm,https://open.spotify.com/track/4ileLT7ldd2uX8bMemWqbm
11,Taken for a Fool,The Strokes,6SdAztAqklk1zAmUHhU4N7,https://open.spotify.com/track/6SdAztAqklk1zAmUHhU4N7
12,Why Are Sundays So Depressing,The Strokes,1aOxOpH4AkGAd8OMrKjyNY,https://open.spotify.com/track/1aOxOpH4AkGAd8OMrKjyNY
13,Machu Picchu,The Strokes,6mVD1SfTvlFAPVi7txFL5H,https://open.spotify.com/track/6mVD1SfTvlFAPVi7txFL5H
14,If U Want My Heart (Ft. KLP),KETTAMA,6xLcLWmWW2Kle7zacIIT5A,https://open.spotify.com/track/6xLcLWmWW2Kle7zacIIT5A
15,Under Control,The Strokes,3kKb3U3a8jmUJQB9ypE1Jl,https://open.spotify.com/track/3kKb3U3a8jmUJQB9ypE1Jl
16,Losing My Religion,R.E.M.,31AOj9sFz2gM0O3hMARRBx,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
17,No Broke Boys,Disco Lines,3cZajhyr8LmtPfHZ9296tj,https://open.spotify.com/track/3cZajhyr8LmtPfHZ9296tj
18,Meet Me in the Bathroom,The Strokes,08l9WKDuRyGeStQ9ojTlFh,https://open.spotify.com/track/08l9WKDuRyGeStQ9ojTlFh
19,Two Kinds of Happiness,The Strokes,10rOqbOBlAJybglgmqaMZL,https://open.spotify.com/track/10rOqbOBlAJybglgmqaMZL
20,Sick Love,Red Hot Chili Peppers,6GsP3uMCd0Dn5T37C93waZ,https://open.spotify.com/track/6GsP3uMCd0Dn5T37C93waZ
21,Under Cover of Darkness,The Strokes,6u0x5ad9ewHvs3z6u9Oe3c,https://open.spotify.com/track/6u0x5ad9ewHvs3z6u9Oe3c
22,Sleep Forever,Portugal. The Man,1l5lKWHRfyY7Y3FvDBXlvJ,https://open.spotify.com/track/1l5lKWHRfyY7Y3FvDBXlvJ
23,Shade,Portugal. The Man,0BCRg55jHpvPONP7yCm87V,https://open.spotify.com/track/0BCRg55jHpvPONP7yCm87V
24,Not The Same Anymore,The Strokes,5ncofiedz9Ej6YkvvXMKVn,https://open.spotify.com/track/5ncofiedz9Ej6YkvvXMKVn
25,Slide Away,Oasis,2iDM76B3zHr6khKkiX4vUr,https://open.spotify.com/track/2iDM76B3zHr6khKkiX4vUr
26,On The Floor,Jennifer Lopez,3C0nOe05EIt1390bVABLyN,https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN
27,Friends,Empire Of The Sun,2LGVXju4DeFX5u6vueQ7DY,https://open.spotify.com/track/2LGVXju4DeFX5u6vueQ7DY
28,Selfless,The Strokes,2t0wwvR15fc3K1ey8OiOaN,https://open.spotify.com/track/2t0wwvR15fc3K1ey8OiOaN
29,So Young,Portugal. The Man,4SNtyKNyYJ8ERT7YLlnFBr,https://open.spotify.com/track/4SNtyKNyYJ8ERT7YLlnFBr
30,Stand by Me,Oasis,3pOZSiqMwaRxtW0I4oQmtz,https://open.spotify.com/track/3pOZSiqMwaRxtW0I4oQmtz
31,Pinkies,Ra Ra Viper,0BozrKjKeBTHJyQzMYDYrq,https://open.spotify.com/track/0BozrKjKeBTHJyQzMYDYrq
32,All the Way,belac,4ir3TvOuSccCwx648hL4V3,https://open.spotify.com/track/4ir3TvOuSccCwx648hL4V3
33,Fake Plastic Trees,Radiohead,73CKjW3vsUXRpy3NnX4H7F,https://open.spotify.com/track/73CKjW3vsUXRpy3NnX4H7F
34,L.O.V.E. (DJ-Kicks) - Extended Version,Motor City Drum Ensemble,4mtk4SKiFFZYv1hPeugwhT,https://open.spotify.com/track/4mtk4SKiFFZYv1hPeugwhT
35,Live Forever,Oasis,1D2SVYXZdtNfJCg8wZWvVz,https://open.spotify.com/track/1D2SVYXZdtNfJCg8wZWvVz
36,Lovers In Love,Portugal. The Man,0wD5f13PbeI08AwwuDeNrV,https://open.spotify.com/track/0wD5f13PbeI08AwwuDeNrV
37,SHC,Foster The People,1vcAHEXL5Cl9TUk0ESvWnN,https://open.spotify.com/track/1vcAHEXL5Cl9TUk0ESvWnN
38,Stylin',Club Angel,2o04z6k2tjf2eaFVNQ44dj,https://open.spotify.com/track/2o04z6k2tjf2eaFVNQ44dj
39,Zombie - 2025 Remastered,The Cranberries,3gjHnylel3PTRpjS44ocqr,https://open.spotify.com/track/3gjHnylel3PTRpjS44ocqr
40,Vanished,Crystal Castles,4bQ7mjty0UVlKRalhizpGT,https://open.spotify.com/track/4bQ7mjty0UVlKRalhizpGT
41,So American,Portugal. The Man,4vWNhCGqrNVfZxunY47GDf,https://open.spotify.com/track/4vWNhCGqrNVfZxunY47GDf
42,Velvet Piñata,Mako Road,5oh8t49mseOObcDluxR8KS,https://open.spotify.com/track/5oh8t49mseOObcDluxR8KS
43,You Talk Way Too Much,The Strokes,6lnnaGN20kl0jEYJSxCgU9,https://open.spotify.com/track/6lnnaGN20kl0jEYJSxCgU9
44,What Ever Happened?,The Strokes,78Gzxi27GuNHTfkn2BylG4,https://open.spotify.com/track/78Gzxi27GuNHTfkn2BylG4
45,4AM Child,Ra Ra Viper,7G7AUtqq5rUFEtSxSekTUd,https://open.spotify.com/track/7G7AUtqq5rUFEtSxSekTUd
46,Bodysnatchers,Radiohead,4pWIwnnqx8k01fuF95UMIg,https://open.spotify.com/track/4pWIwnnqx8k01fuF95UMIg
47,Baby Girl,Disco Lines,2cSdAkzAf2T4j4aLvx4LLz,https://open.spotify.com/track/2cSdAkzAf2T4j4aLvx4LLz
48,Fire on the Mountain - 2013 Remaster,Grateful Dead,4DpBfWl3q8e0gGB76lAaox,https://open.spotify.com/track/4DpBfWl3q8e0gGB76lAaox
