rank,name,artist,track_id,url
1,Bodysnatchers,Radiohead,4pWIwnnqx8k01fuF95UMIg,https://open.spotify.com/track/4pWIwnnqx8k01fuF95UMIg
2,Jigsaw Falling Into Place,Radiohead,0YJ9FWWHn9EfnN0lHwbzvV,https://open.spotify.com/track/0YJ9FWWHn9EfnN0lHwbzvV
3,Nude,Radiohead,35YyxFpE0ZTOoqFx5bADW8,https://open.spotify.com/track/35YyxFpE0ZTOoqFx5bADW8
4,Supersonic,Oasis,1tjji0FBo8iCrr9oHppV5i,https://open.spotify.com/track/1tjji0FBo8iCrr9oHppV5i
5,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst
6,No. 1 Party Anthem,Arctic Monkeys,5TTGoX70AFrTvuEtqHK37S,https://open.spotify.com/track/5TTGoX70AFrTvuEtqHK37S
7,Fake Plastic Trees,Radiohead,73CKjW3vsUXRpy3NnX4H7F,https://open.spotify.com/track/73CKjW3vsUXRpy3NnX4H7F
8,Vanished,Crystal Castles,4bQ7mjty0UVlKRalhizpGT,https://open.spotify.com/track/4bQ7mjty0UVlKRalhizpGT
9,Sweet Nothing (feat. Florence Welch),Calvin Harris,24LS4lQShWyixJ0ZrJXfJ5,https://open.spotify.com/track/24LS4lQShWyixJ0ZrJXfJ5
10,feel U luv Me,Knock2,7C46d7mrdoSsgd3rNOa4A7,https://open.spotify.com/track/7C46d7mrdoSsgd3rNOa4A7
11,Pretty Rave Girl,S3RL,3G1SVODcssMmS5YM5G3tun,https://open.spotify.com/track/3G1SVODcssMmS5YM5G3tun
12,Left Eye,BigXthaPlug,4M6wwQvRKBKV6DPLEjEeKJ,https://open.spotify.com/track/4M6wwQvRKBKV6DPLEjEeKJ
13,"Around the World / Harder, Better, Faster, Stronger",Daft Punk,5RByQFt9Mlo8hDYJ921tCv,https://open.spotify.com/track/5RByQFt9Mlo8hDYJ921tCv
14,Russian Cream,Key Glock,03ThZweiBWFP8tOGsk6QMO,https://open.spotify.com/track/03ThZweiBWFP8tOGsk6QMO
15,Lucky,Radiohead,14xj58ZexBaEaHARb11Cqs,https://open.spotify.com/track/14xj58ZexBaEaHARb11Cqs
16,All I Need,Radiohead,5Qv2Nby1xTr9pQyjkrc94J,https://open.spotify.com/track/5Qv2Nby1xTr9pQyjkrc94J
17,Slide Away,Oasis,2iDM76B3zHr6khKkiX4vUr,https://open.spotify.com/track/2iDM76B3zHr6khKkiX4vUr
18,Karma Police,Radiohead,63OQupATfueTdZMWTxW03A,https://open.spotify.com/track/63OQupATfueTdZMWTxW03A
19,Working Nights,Trus'me,6tcwkzBvorOxyg5fibRR7s,https://open.spotify.com/track/6tcwkzBvorOxyg5fibRR7s
20,Da Funk,Daft Punk,0MyY4WcN7DIfbSmp5yej5z,https://open.spotify.com/track/0MyY4WcN7DIfbSmp5yej5z
21,Yosemite - Wilkinson Remix,KETTAMA,2l4aIc0G4KpX0kygZy1Tnd,https://open.spotify.com/track/2l4aIc0G4KpX0kygZy1Tnd
22,Planet Telex,Radiohead,37JISltgxizbDAyNEEqkTY,https://open.spotify.com/track/37JISltgxizbDAyNEEqkTY
23,Man of War,Radiohead,5HtNvKihacAXt34DDYYxBC,https://open.spotify.com/track/5HtNvKihacAXt34DDYYxBC
24,Embrace,Pastel Ghost,1wszdDUhlil6EH3SRkmTZL,https://open.spotify.com/track/1wszdDUhlil6EH3SRkmTZL
25,Someday,The Strokes,56NkIxSZZiMpFP5ZNSxtnT,https://open.spotify.com/track/56NkIxSZZiMpFP5ZNSxtnT
26,Say It Ain't So - Original Mix,Weezer,6VoIBz0VhCyz7OdEoRYDiA,https://open.spotify.com/track/6VoIBz0VhCyz7OdEoRYDiA
27,Zombie - 2025 Remastered,The Cranberries,3gjHnylel3PTRpjS44ocqr,https://open.spotify.com/track/3gjHnylel3PTRpjS44ocqr
28,Sister Golden Hair,America,5VSAonaAPhhGn0G7hMYwWK,https://open.spotify.com/track/5VSAonaAPhhGn0G7hMYwWK
29,RATHER LIE (with The Weeknd),Playboi Carti,68qeaZhtMZ6abrJCYt6nQn,https://open.spotify.com/track/68qeaZhtMZ6abrJCYt6nQn
30,I Don't Owe You Anything - 2011 Remaster,The Smiths,4WKdgb3xzbTSU7WT3kK3na,https://open.spotify.com/track/4WKdgb3xzbTSU7WT3kK3na
31,Blue Monday,New Order,6hHc7Pks7wtBIW8Z6A0iFq,https://open.spotify.com/track/6hHc7Pks7wtBIW8Z6A0iFq
32,High and Dry,Radiohead,2a1iMaoWQ5MnvLFBDv4qkf,https://open.spotify.com/track/2a1iMaoWQ5MnvLFBDv4qkf
33,Meet Me Halfway,Black Eyed Peas,3F9ByoUqu31xU0I3G5xfVg,https://open.spotify.com/track/3F9ByoUqu31xU0I3G5xfVg
34,Voyager,Daft Punk,7cMFjxhbXBpOlais7KMF3j,https://open.spotify.com/track/7cMFjxhbXBpOlais7KMF3j
35,My Mind,Portugal. The Man,4VtiqG418FJ7BtApmld9LQ,https://open.spotify.com/track/4VtiqG418FJ7BtApmld9LQ
36,There He Go,Kodak Black,6canmpFnLHVUzvVWAodifz,https://open.spotify.com/track/6canmpFnLHVUzvVWAodifz
37,Lovers In Love,Portugal. The Man,0wD5f13PbeI08AwwuDeNrV,https://open.spotify.com/track/0wD5f13PbeI08AwwuDeNrV
38,Weird Fishes / Arpeggi,Radiohead,4wajJ1o7jWIg62YqpkHC7S,https://open.spotify.com/track/4wajJ1o7jWIg62YqpkHC7S
